expression,reading,meaning,tags,guid
没収,ぼっしゅう,forfeited,JLPT_1 JLPT,FTZs|u+c%T
発足,ほっそく,"starting, inauguration",JLPT_1 JLPT,zOAVt?|e(1
ポット,ポット,pot,JLPT_1 JLPT,eLxlfyvQa!
ほっぺた,ほっぺた,cheek,JLPT_1 JLPT,Jt@~gSztWD
ぼつぼつ,ぼつぼつ,"gradually, here and there, spots",JLPT_1 JLPT,jz~OVH6f~Q
没落,ぼつらく,"ruin, fall, collapse",JLPT_1 JLPT,qo9QqJE?e^
解ける,ほどける,"to come untied, to come apart",JLPT_1 JLPT,DA{v}3+Lp$
施す,ほどこす,"to give, to conduct, to perform",JLPT_1 JLPT,gYMa.e[yq>
ほとり,ほとり,vicinity of lake; river,JLPT_1 JLPT,h5B>a}=Y4~
ぼやく,ぼやく,"to grumble, to complain",JLPT_1 JLPT,DOH?PxBsC~
ぼやける,ぼやける,"to become dim, to become blurred",JLPT_1 JLPT,"rB,1PHpB=G"
保養,ほよう,"health preservation, recuperation, recreation",JLPT_1 JLPT,Q#{ir6[3o?
捕虜,ほりょ,prisoner of war,JLPT_1 JLPT,qxd6jwjQC6
ボルト,ボルト,volt; bolt,JLPT_1 JLPT,FZLDQ~YD+C
滅びる,ほろびる,"to be ruined, to perish, to be destroyed",JLPT_1 JLPT,"O_YU5EzmO,"
滅ぼす,ほろぼす,"to destroy, to overthrow, to ruin",JLPT_1 JLPT,eOA1)SbQq#
本格,ほんかく,"propriety, full-scale",JLPT_1 JLPT,DzD$oDSZg.
本館,ほんかん,main building,JLPT_1 JLPT,rO)PGxv/$V
本気,ほんき,"seriousness, truth, sanctity",JLPT_1 JLPT,m?pL_oxeK4
本国,ほんごく,one's own country,JLPT_1 JLPT,HviGkp(Y>O
本質,ほんしつ,"essence, true nature, reality",JLPT_1 JLPT,HQcPpLF4DH
本体,ほんたい,"substance, body, trunk",JLPT_1 JLPT,"f]jl3TlH~,"
本音,ほんね,"(one's) real intention, motive",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,Li:D?QHH;~
本能,ほんのう,instinct,JLPT_1 JLPT,LYsP`F`>Yc
本場,ほんば,"home, best place, genuine",JLPT_1 JLPT,L1wT%E>`J`
ポンプ,ポンプ,pump,JLPT_1 JLPT,iq>r8*xxvq
本文,ほんぶん,"text (of document), body (of letter)",JLPT_1 JLPT,OPcHo]s_IF
本名,ほんみょう,real name,JLPT_1 JLPT,tgSVI-BSzp
マーク,マーク,mark,JLPT_1 JLPT,xSmh(Hx|6s
マイ～,マイ～,"my ~, one's own ~",JLPT_1 JLPT,M3C.y[*%DG
マイクロフォン,マイクロフォン,microphone,JLPT_1 JLPT,"O(^,e1PC5c"
埋蔵,まいぞう,"buried property, treasure trove",JLPT_1 JLPT,x=IBNay?qY
舞う,まう,"to dance, to flutter about, to revolve",JLPT_1 JLPT,E~)$*yPg`;
真上,まうえ,"just above, right overhead",JLPT_1 JLPT,d)IsOG^B=)
前売,まえうり,"advance sale, booking",JLPT_1 JLPT,bq0PjYAHh(
前置き,まえおき,"preface, introduction",JLPT_1 JLPT,w66ywP/&&4
任す,まかす,"to entrust, to leave to a person",JLPT_1 JLPT,p:ILhp([Gw
負かす,まかす,to defeat,JLPT_1 JLPT,qi|Hx;t;6u
賄う,まかなう,"to give board to, to provide meals, to pay",JLPT_1 JLPT,z7=~3@j0#5
紛らわしい,まぎらわしい,"confusing, misleading, ambiguous",JLPT_1 JLPT,"h,2f1PppwU"
紛れる,まぎれる,"to be diverted, to slip into",JLPT_1 JLPT,d#WX3KXSxZ
真心,まごころ,"sincerity, devotion",JLPT_1 JLPT,D6e()w&]x>
まごつく,まごつく,"to be confused, to be flustered",JLPT_1 JLPT,f/~oJkW$x!
誠,まこと,"truth, faith, fidelity",JLPT_1 JLPT,t$vv<u=?i:
誠に,まことに,"indeed, really (very polite), absolutely",JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F
まさしく,まさしく,"surely, no doubt, evidently",JLPT_1 JLPT,zuz5Xe$DuA
勝る,まさる,"to excel, to surpass, to out-rival",JLPT_1 JLPT,t<|1#xSX&T
～増し,～まし,~increase,JLPT_1 JLPT,z5+QCF_t-U
交える,まじえる,"to mix, to converse with, to cross (swords)",JLPT_1 JLPT,B~3MEZXI+!
真下,ました,"right under, directly below",JLPT_1 JLPT,Iz;A7a]fD~
まして,まして,"still more, still less (with neg. verb), to say nothing of",JLPT_1 JLPT,PY/0T[blt;
交わる,まじわる,"to cross, to intersect, to mingle with,",JLPT_1 JLPT,mS|?u$Z<><
麻酔,ますい,anesthesia,JLPT_1 JLPT,"mw>M%F[]D,"
またがる (うまを～),またがる (うまを～),to straddle,JLPT_1 JLPT,uN3HnTL61M
待ち合わせ,まちあわせ,appointment,JLPT_1 JLPT,IyY!Ll1/sj
待ち遠しい,まちどおしい,looking forward to,JLPT_1 JLPT,w+0{4=a9>3
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for",JLPT_1 JLPT,CwJO9mIIMV
まちまち,まちまち,"various, different",JLPT_1 JLPT,Ddw`;bcVVc
末期,まっき,"deathbed, hour of death",JLPT_1 JLPT,GQt+3/1&iv
真っ二つ,まっぷたつ,in two equal parts,JLPT_1 JLPT,rhE|8rVnO$
まと,まと,"mark, target",JLPT_1 JLPT,Q*)wm/p9we
纏まり,まとまり,"conclusion, settlement, consistency",JLPT_1 JLPT,"z55#c:D.,?"
纏め,まとめ,"settlement, conclusion",JLPT_1 JLPT,oa&iF{vs})
免れる,まぬがれる,"to escape from, to be exempted",JLPT_1 JLPT,s%K15EwNfz
招き,まねき,invitation,JLPT_1 JLPT,yU~T`=>LDi
瞬き,まばたき,"wink, twinkling (of stars), flicker (of light)",JLPT_1 JLPT,P9XKDg!![C
麻痺,まひ,"paralysis, palsy, numbness",JLPT_1 JLPT,"E,_FTp$2/<"
～まみれ,～まみれ,"covered with (by, in) ~",JLPT_1 JLPT,"sqX,LlH3-A"
眉,まゆ,eyebrow,JLPT_1 JLPT,s]w/H=It~C
鞠,まり,ball,JLPT_1 JLPT,L0Js7PDQey
丸ごと,まるごと,"in its entirety, whole, wholly",JLPT_1 JLPT,oAOL{@?a=y
まるっきり,まるっきり,"completely, perfectly, just as if",JLPT_1 JLPT,roz]qfa`JS
丸々,まるまる,completely,JLPT_1 JLPT,eV$3aB(/)x
丸める,まるめる,"to make round, to round off, to roll up",JLPT_1 JLPT,Nd=%r[H=>c
満月,まんげつ,full moon,JLPT_1 JLPT,dZR3ROGpT$
満場,まんじょう,"unanimous, whole audience",JLPT_1 JLPT,ffiOG%*5K_
真ん前,まんまえ,"right in front, under the nose",JLPT_1 JLPT,B[GBnZiI4Z
真ん丸い,まんまるい,perfectly circular,JLPT_1 JLPT,F)+$.BY>]K
真ん円い,まんまるい,perfectly round,JLPT_1 JLPT,l73GW43&1I
～味,～み,~ cast (sense of taste),JLPT_1 JLPT,JZMc!Ve6^U
見合い,みあい,formal marriage interview,JLPT_1 JLPT,dP:cnU(>Lf
見合わせる,みあわせる,to exchange glances; to postpone,JLPT_1 JLPT,o0gE$9N?58
見落とす,みおとす,"to overlook, to fail to notice",JLPT_1 JLPT,pxrQq~WN~>
未開,みかい,"savage land, backward region, uncivilized",JLPT_1 JLPT,A5z6h|*?{|
味覚,みかく,"taste, palate, sense of taste",JLPT_1 JLPT,lw?sswB?B?
幹,みき,(tree) trunk,JLPT_1 JLPT,l4N|@LrpFp
見苦しい,みぐるしい,"unsightly, ugly",JLPT_1 JLPT,"zoS)q7/,pA"
見込み,みこみ,"prospects, expectation, hope",JLPT_1 JLPT,AJ2+ju9lav
未婚,みこん,unmarried,JLPT_1 JLPT,y~*KiMDApr
未熟,みじゅく,"inexperience, unskilled, immature",JLPT_1 JLPT,Mm``I-uL4c
微塵,みじん,"particle, atom",JLPT_1 JLPT,xr|L`N8dB@
水気,みずけ,"moisture, dampness",JLPT_1 JLPT,"AAG,tXSTs&"
ミスプリント,ミスプリント,misprint,JLPT_1 JLPT,MN~t-y(9f/
みすぼらしい,みすぼらしい,"shabby, seedy",JLPT_1 JLPT,zZ?|#(.Ue2
ミセス,ミセス,Mrs.,JLPT_1 JLPT,FN(%bDaCYE
見せびらかす,みせびらかす,"to show off, to flaunt",JLPT_1 JLPT,vp0up+%&~4
見せ物,みせもの,"show, exhibition",JLPT_1 JLPT,Cc24XA|;u.
溝,みぞ,"ditch, drain, gutter, gap",JLPT_1 JLPT,"k,R(3N{_j9"
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",JLPT_1 JLPT,B44j~=|$C}
乱す,みだす,"to throw out of order, to disarrange, to disturb",JLPT_1 JLPT,C%T3isV/48
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",JLPT_1 JLPT,KLJg{.X@t^
未知,みち,not yet known,JLPT_1 JLPT,LJ513rxoTO
身近,みぢか,"near oneself, close to one, familiar",JLPT_1 JLPT,bkRa/9L=lh
導く,みちびく,"to be guided, to be shown",JLPT_1 JLPT,"A,UwJ4E[I_"
密集,みっしゅう,"crowd, close formation, dense",JLPT_1 JLPT,iiclZ|l}Fq
密接,みっせつ,"connected, close, intimate",JLPT_1 JLPT,o{R4~BmT^x
密度,みつど,density,JLPT_1 JLPT,t`MF+}P~d:
見積もり,みつもり,"estimation, quotation",JLPT_1 JLPT,KD?@iY>SQH
未定,みてい,"not yet fixed, undecided, pending",JLPT_1 JLPT,Q}7[YRL|?=
見通し,みとおし,"perspective, unobstructed view, prospect",JLPT_1 JLPT,hHCL?CdIG]
見なす,みなす,"to consider as, to regard",JLPT_1 JLPT,E8w4wKW7Y]
源,みなもと,"source, origin",JLPT_1 JLPT,zO=gu0Zqs*
見習う,みならう,to follow another's example,JLPT_1 JLPT,p&yDgKca2!
身なり,みなり,personal appearance,JLPT_1 JLPT,s|<m`9tUtv
峰,みね,"peak, ridge",JLPT_1 JLPT,wx-mVJq6fi
身の上,みのうえ,"one's future, one's welfare, one's personal history",JLPT_1 JLPT,j-p$+}.^ac
見逃す,みのがす,"to miss, to overlook, to leave at large",JLPT_1 JLPT,IsG@e1nb*B
身の回り,みのまわり,"one's personal appearance, personal belongings",JLPT_1 JLPT,"[(&,B0kXN"
見計らう,みはからう,to choose at one's own discretion,JLPT_1 JLPT,"z8AN&Zq,!-"
見晴らし,みはらし,view,JLPT_1 JLPT,h3a00LHX8h
身振り,みぶり,gesture,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,Lm.Fj=%/7a
脈,みゃく,pulse,JLPT_1 JLPT,C|`|>zxQM+
ミュージック,ミュージック,music,JLPT_1 JLPT,t9mG6QGvsw
未練,みれん,"lingering affection, attachment, regret(s)",JLPT_1 JLPT,B=cwZ~017_
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",JLPT_1 JLPT,x&]mO6(]ee
民宿,みんしゅく,private house providing lodging and meals to tourists,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,yy/1y<3;Yk
民族,みんぞく,"people, race",JLPT_1 JLPT,p>p/|sT6Jg
民俗,みんぞく,folk customs,JLPT_1 JLPT,M(tc2N/}z{
無意味,むいみ,"nonsense, no meaning",JLPT_1 JLPT,B9C6%m[4lF
ムード,ムード,mood,JLPT_1 JLPT,JZzdb{.Zc^
無口,むくち,reticence,JLPT_1 JLPT,z:Ts^0TQ4#
婿,むこ,son-in-law,JLPT_1 JLPT,bX1GlIQN8L
無効,むこう,"invalid, no effect, unavailable",JLPT_1 JLPT,EqE:ixA-k+
無言,むごん,silence,JLPT_1 JLPT,fZ{o?TF{7B
無邪気,むじゃき,"innocence, simple-mindedness",JLPT_1 JLPT,L)xB!4E<k?
むしる,むしる,"to pluck, to pick, to tear",JLPT_1 JLPT,.d8S>K-=k
結び,むすび,"ending, conclusion, union",JLPT_1 JLPT,d{_<>*~x%J
結び付き,むすびつき,"connection, relation",JLPT_1 JLPT,"O3KGVopE,2"
結び付く,むすびつく,"to be connected or related, to join together",JLPT_1 JLPT,EMFAQ1Kh)m
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot",JLPT_1 JLPT,fRB2/x*X`A
無線,むせん,"wireless, radio",JLPT_1 JLPT,y?)Jdm`O>c
無駄遣い,むだづかい,"waste money on, squander money on",JLPT_1 JLPT Genki_Ln.22 Genki,"O?A,`d=isH"
無断,むだん,"without permission, without notice",JLPT_1 JLPT,I$Ua7qpQZH
無知,むち,ignorance,JLPT_1 JLPT,g+^m*mx.<r
無茶,むちゃ,"absurd, unreasonable",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,AEYrHxjg#f
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable",JLPT_1 JLPT,KCqc4.UxPr
空しい,むなしい,"vacant, futile, vain",JLPT_1 JLPT,P|:1(IV_+~
無念,むねん,"chagrin, regret",JLPT_1 JLPT,b;piP^Vw+j
無能,むのう,"inefficiency, incompetence",JLPT_1 JLPT,izu(:0$`9@
無闇に,むやみに,"unreasonably, absurdly, at random",JLPT_1 JLPT,N)&c#LP7Bq
無用,むよう,"useless, needlessness, unnecessariness",JLPT_1 JLPT,"Oc`U#P0i,-"
斑,むら,"unevenness, inconsistency, irregularity",JLPT_1 JLPT,ejP4z=)m?O
群がる,むらがる,"to swarm, to gather",JLPT_1 JLPT,vyc%)s7Efv
無論,むろん,"of course, naturally",JLPT_1 JLPT,I(9V_xrT80
名産,めいさん,noted product,JLPT_1 JLPT,KN>?5r|..h
名称,めいしょう,name,JLPT_1 JLPT,P!9gSFK*GV
命中,めいちゅう,a hit,JLPT_1 JLPT,Qq0/BP{lJ:
明白,めいはく,"obvious, clear",JLPT_1 JLPT,g|K4[<><hX
名簿,めいぼ,register of names,JLPT_1 JLPT,xkhYhi]K-$
名誉,めいよ,"honor, credit, prestige",JLPT_1 JLPT,PiLIi1%_ER
明瞭,めいりょう,clarity,JLPT_1 JLPT,"s[dks,f=+A"
明朗,めいろう,"bright, clear, cheerful",JLPT_1 JLPT,Kzdx<dR.%]
メーカー,メーカー,manufacturer,JLPT_1 JLPT,r)Eust:VuL
目方,めかた,weight,JLPT_1 JLPT,"unS}*nsB,_"
恵み,めぐみ,blessing,JLPT_1 JLPT,gdikXkV`X<
恵む,めぐむ,"to bless, to show mercy to",JLPT_1 JLPT,u_D+Zdxyy/
目覚しい,めざましい,"brilliant, remarkable",JLPT_1 JLPT,"z8UKuy,l`d"
目覚める,めざめる,to wake up,JLPT_1 JLPT,~I1tdEiJ_
召す,めす,"to call, to send for, to put on",JLPT_1 JLPT,K%!n2|&<A0
雌,めす,female (animal),JLPT_1 JLPT,EW)C>Dc!w6
目付き,めつき,"look, expression of the eyes, eyes",JLPT_1 JLPT,MWZLbZ@^R+
滅亡,めつぼう,"downfall, collapse, destruction",JLPT_1 JLPT,"v,{^w}Wj5u"
メディア,メディア,media,JLPT_1 JLPT,A?+IR*&l/Z
目途,めど,"goal, outlook",JLPT_1 JLPT,iewKY)jVg]
目盛,めもり,"scale, gradations",JLPT_1 JLPT,"q0F+,vU3vc"
メロディー,メロディー,melody,JLPT_1 JLPT,coHp=(F!o=
面会,めんかい,interview,JLPT_1 JLPT,QB;1.39?j>
免除,めんじょ,"exemption, exoneration, discharge",JLPT_1 JLPT,ro}g@BYFqK
面する,めんする,"to face on, to look out on to",JLPT_1 JLPT,oK/f+%co{~
面目,めんぼく,"face, honor, reputation",JLPT_1 JLPT,xl=a%LW1Mr
面目,めんもく,"face, honor, reputation",JLPT_1 JLPT,p4D(kkU&Ya
～網,～もう,~ network,JLPT_1 JLPT,"kks{,EwPh"
設ける,もうける,"to create, to establish",JLPT_1 JLPT,MQGAfGCn2s
申し入れる,もうしいれる,"to propose, to suggest",JLPT_1 JLPT,A!/~oWN34l
申込,もうしこみ,"application, request, proposal",JLPT_1 JLPT,iTX<OH$n{u
申出,もうしで,"request, claim, report",JLPT_1 JLPT,"v,YJy~@#5$"
申し出る,もうしでる,"to report to, to tell, to suggest",JLPT_1 JLPT,o$K|y3;=)!
申し分,もうしぶん,"objection, shortcomings",JLPT_1 JLPT,GNY9])J3>&
盲点,もうてん,blind spot,JLPT_1 JLPT,m.:>Z[agNy
猛烈,もうれつ,"violent, vehement, rage",JLPT_1 JLPT,yLUeQW5(ZA
モーテル,モーテル,motel,JLPT_1 JLPT,mg2c}$GoZg
もがく,もがく,"to struggle, to wriggle, to be impatient",JLPT_1 JLPT,C7rE2*5O^8
目録,もくろく,"catalogue, catalog, list",JLPT_1 JLPT,uL+agcp`WN
目論見,もくろみ,"a plan, a scheme, intention",JLPT_1 JLPT,c9iE`D<`%d
模型,もけい,"model, dummy, marquette",JLPT_1 JLPT,ed!.{WEf4?
模索,もさく,groping (for),JLPT_1 JLPT,"B4,c<+ikaa"
もしかして,もしかして,"perhaps, possibly",JLPT_1 JLPT,w5+%$rMA:M
もしくは,もしくは,"or, otherwise",JLPT_1 JLPT,f24/]y_t7c
もたらす,もたらす,"to bring, to take, to bring about",JLPT_1 JLPT,k=cp%Lr}Pw
持ち切り,もちきり,"hot topic, talk of the town",JLPT_1 JLPT,Q~!SFE+j1*
目下,もっか,"at present, now",JLPT_1 JLPT,J1]`GmmTSp
専ら,もっぱら,"wholly, solely, entirely",JLPT_1 JLPT,tu&L<v;Fqv
もてなす,もてなす,"to entertain, to make welcome",JLPT_1 JLPT,K@A<3)}2cZ
もてる,もてる,"to be well liked, to be popular",JLPT_1 JLPT,K^XraA[CV!
モニター,モニター,(computer) monitor,JLPT_1 JLPT,ztCrx#(s0[
物好き,ものずき,(idle) curiosity,JLPT_1 JLPT,Rb?3(vt:f>
物足りない,ものたりない,"unsatisfied, unsatisfactory",JLPT_1 JLPT,KI9JcrBw_2
もはや,もはや,"already, now",JLPT_1 JLPT,fZ`+BeK9z~
模範,もはん,"model, example",JLPT_1 JLPT,Mau9*C?C72
模倣,もほう,"imitation, copying",JLPT_1 JLPT,yUL<]q3$8n
もめる,もめる,"to disagree, to dispute",JLPT_1 JLPT,v(j?vVE;el
股,もも,"thigh, femur",JLPT_1 JLPT,G_TQ_^K>(0
腿,もも,"thigh, femur",JLPT_1 JLPT,Fl0F`YIkpg
催す,もよおす,"to hold (a meeting), to give (a dinner)",JLPT_1 JLPT,qKmEag$Qr@
漏らす,もらす,"to let leak, to reveal",JLPT_1 JLPT,k!U%{2y7j|
盛り上がる,もりあがる,"to rouse, to swell, to rise",JLPT_1 JLPT,g[M=aCpEE[
漏る,もる,"to leak, to run out",JLPT_1 JLPT,ke69%r#AD.
漏れる,もれる,"to leak out, to escape, to filter out",JLPT_1 JLPT,f:|ir!hLeQ
脆い,もろい,"brittle, fragile, tender-hearted",JLPT_1 JLPT,m7?rDT~~db
もろに,もろに,"completely, altogether, bodily",JLPT_1 JLPT,K3fu7*E_vY
矢,や,arrow,JLPT_1 JLPT,uA$qbca=&2
野外,やがい,"fields, outskirts, open air, suburbs",JLPT_1 JLPT,"gD=,$2gpm|"
～薬,～やく,medicine,JLPT_1 JLPT,O.[e|Y6E?j
夜具,やぐ,bedding,JLPT_1 JLPT,EFUa$D)qGB
役職,やくしょく,"post, managerial position, official position",JLPT_1 JLPT,o1K=ON/OTS
役場,やくば,town hall,JLPT_1 JLPT,g(k9.|^KSZ
やけに,やけに,"sure, very",JLPT_1 JLPT,tyF=qET&O!
屋敷,やしき,mansion,JLPT_1 JLPT,kyE@%cV[?g
養う,やしなう,"to rear, to maintain, to cultivate",JLPT_1 JLPT,neyyq^bU/c
野心,やしん,"ambition, aspiration",JLPT_1 JLPT,n<1rbhOoTc
安っぽい,やすっぽい,"cheap-looking, tawdry",JLPT_1 JLPT,q./Z7LJ%[7
休める,やすめる,"to rest, to suspend, to give relief",JLPT_1 JLPT,JqF3vGaVV
野生,やせい,wild,JLPT_1 JLPT,Fy^pVCXg]$
奴,やつ,"(vulg.) fellow, guy, chap",JLPT_1 JLPT,"zof3FA<N,u"
闇,やみ,"darkness, shady, illegal",JLPT_1 JLPT,s|4s:5(PD;
病む,やむ,"to fall ill, to be ill",JLPT_1 JLPT,H5M2j-I:6B
ややこしい,ややこしい,"puzzling, tangled, complicated, complex",JLPT_1 JLPT,ICemn<#!-X
やりとおす,やりとおす,"to carry through, to achieve, to complete",JLPT_1 JLPT,J/n?:UTJiF
やりとげる,やりとげる,to accomplish,JLPT_1 JLPT,pEIG3P~OVf
和らげる,やわらげる,"to soften, to moderate, to relieve",JLPT_1 JLPT,kl6br!q.AY
ヤング,ヤング,young,JLPT_1 JLPT,"gk{d%L,)K+"
～油,～ゆ,~ oil,JLPT_1 JLPT,QcD#WpcqE6
優位,ゆうい,"predominance, ascendancy, superiority",JLPT_1 JLPT,kt30`|;>Vo
憂鬱,ゆううつ,"depression, melancholy",JLPT_1 JLPT,oT|*}x?p{D
有益,ゆうえき,"beneficial, profitable",JLPT_1 JLPT,B/K9zqnWV+
優越,ゆうえつ,"supremacy, predominance, being superior to",JLPT_1 JLPT,J@3^J2[Dqz
勇敢,ゆうかん,"bravery, heroism, gallantry",JLPT_1 JLPT,ij|^m_ZF8l
夕暮れ,ゆうぐれ,"evening, (evening) twilight",JLPT_1 JLPT,xn0Tp1JH0v
融資,ゆうし,"financing, loan",JLPT_1 JLPT,G&m_H=N/D;
有する,ゆうする,"to own, to be endowed with",JLPT_1 JLPT,vkF;K$-{=^
優勢,ゆうせい,"superiority, superior power, predominance",JLPT_1 JLPT,L0nx>W(-e+
優先,ゆうせん,"preference, priority",JLPT_1 JLPT,l)|YgL5_SN
誘導,ゆうどう,"guidance, leading, inducement",JLPT_1 JLPT,uG_U[CknG5
融通,ゆうずう,"adaptability, versatility, finance",JLPT_1 JLPT,n>A>S2P-0$
優美,ゆうび,"grace, refinement, elegance",JLPT_1 JLPT,}Ap|`a2gY
有望,ゆうぼう,"good prospects, full of hope, promising",JLPT_1 JLPT,oFsPf~4K.z
遊牧,ゆうぼく,nomadism,JLPT_1 JLPT,gJX#eMq!5y
夕焼け,ゆうやけ,sunset,JLPT_1 JLPT,H_x[IPS7*X
有力,ゆうりょく,"influence, prominence; potent",JLPT_1 JLPT,uhNbfXeT%o
幽霊,ゆうれい,"ghost, specter, phantom",JLPT_1 JLPT,d6/M)isa9B
誘惑,ゆうわく,"temptation, allurement, lure",JLPT_1 JLPT,hy!Cy1YJLH
故,ゆえ,"reason, cause, circumstances",JLPT_1 JLPT,h8UChh;E+0
歪む,ゆがむ,"to warp, to be crooked, to be distorted",JLPT_1 JLPT,O/sWb*b+n=
揺さぶる,ゆさぶる,"to shake, to jolt, to rock, to swing",JLPT_1 JLPT,o>L:}zi#N(
濯ぐ,ゆすぐ,"to rinse, to wash out",JLPT_1 JLPT,z.SPsly;Tq
ゆとり,ゆとり,"reserve, affluence, time (to spare)",JLPT_1 JLPT,NS_6$;R>$L
ユニーク,ユニーク,unique,JLPT_1 JLPT,E5Uv4)V5=f
ユニフォーム,ユニフォーム,uniform,JLPT_1 JLPT,n$7/R&Ww((
指差す,ゆびさす,to point at,JLPT_1 JLPT,AE`Cr+k?sb
弓,ゆみ,bow,JLPT_1 JLPT,mG05Jx(c4U
揺らぐ,ゆらぐ,"to swing, to sway, to shake",JLPT_1 JLPT,zGZf|<JX8y
緩む,ゆるむ,"to become loose, to slacken",JLPT_1 JLPT,m#?_Dh<o@V
緩める,ゆるめる,"to loosen, to slow down",JLPT_1 JLPT,RfPhr}DF_M
緩やか,ゆるやか,lenient,JLPT_1 JLPT,"jM`-s,o~rY"
要因,よういん,"primary factor, main cause",JLPT_1 JLPT,"PDhRFT[0+,"
溶液,ようえき,solution,JLPT_1 JLPT,"r|,.l+IJQ{"
用件,ようけん,business,JLPT_1 JLPT,C-)X0ioICv
養護,ようご,"protection, nursing, protective care",JLPT_1 JLPT,N|{MY>0Lab
用紙,ようし,a form,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.3,bG0P/-5o6f
様式,ようしき,"style, form, pattern",JLPT_1 JLPT,xVY.ZL|vDW
要する,ようする,"to demand, to require, to take",JLPT_1 JLPT,P^j;$V:Pev
要請,ようせい,"claim, demand, request, application",JLPT_1 JLPT,"Dy@,)<4%*N"
様相,ようそう,aspect,JLPT_1 JLPT,jpni?rjeGN
用品,ようひん,"articles, supplies, parts",JLPT_1 JLPT,M7dV_3mZ.d
洋風,ようふう,western style,JLPT_1 JLPT,tBk{]R??>Z
用法,ようほう,"directions, rules of use",JLPT_1 JLPT,NFkcD+Ao.H
要望,ようぼう,"demand for, request",JLPT_1 JLPT,B{KHwh(BxM
余暇,よか,"leisure, leisure time, spare time",JLPT_1 JLPT,u`/)9|k2cq
予感,よかん,"presentiment, premonition",JLPT_1 JLPT,CdRj.vDXXz
余興,よきょう,"side show, entertainment",JLPT_1 JLPT,se@{9}ijE~
預金,よきん,"deposit, bank account",JLPT_1 JLPT,AT=*3Iv8cw
欲,よく,"greed, wants",JLPT_1 JLPT,wL1+)L#<Om
抑圧,よくあつ,"restraint, oppression, suppression",JLPT_1 JLPT,b!*U/^@Y/m
浴室,よくしつ,"bathroom, bath",JLPT_1 JLPT,H)~?~hPVN<
抑制,よくせい,"control, restraint, suppression",JLPT_1 JLPT,H)Ghd^1QF6
欲深い,よくふかい,greedy,JLPT_1 JLPT,e?a3SOn$}u
欲望,よくぼう,"desire, appetite",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o.og0WiUHF
避ける,よける,"to avoid (physical contact with; to ward off, to avert",JLPT_1 JLPT,w}V+UOhCI~
予言,よげん,"prediction, promise, prognostication",JLPT_1 JLPT,H_Z4P-@?E;
横綱,よこづな,sumo grand champion,JLPT_1 JLPT,P#D)i6dV;s
汚れ,よごれ,"dirt, filth",JLPT_1 JLPT,"jq?[h<.nx,"
よし (かん),よし (かん),all right!,JLPT_1 JLPT,u5UVAmt|+p
良し,よし,all right!,JLPT_1 JLPT,ze3SZ]}-(^
善し悪し,よしあし,"good or bad, merits or demerits, quality",JLPT_1 JLPT,ub0?2]DZCo
余所見,よそみ,"looking away, looking aside",JLPT_1 JLPT,rQWf8.vXBd
余地,よち,"place, room, margin",JLPT_1 JLPT,cFUuXOAAN@
よって (よりどころ),よって (よりどころ),"therefore, consequently",JLPT_1 JLPT,Jty=:!ShWn
与党,よとう,"government party, (ruling) party in power, government",JLPT_1 JLPT,Pjs4V/6-Tk
呼び止める,よびとめる,to flag down,JLPT_1 Intermediate_Japanese_Ln.6 JLPT Intermediate_Japanese,oQ(`IiM1(t
夜更し,よふかし,"staying up late, keeping late hours",JLPT_1 JLPT,b2@Q&QWM~Z
夜更け,よふけ,late at night,JLPT_1 JLPT,EAa.IIVk2{
余程,よほど,"very, much, to a large extent, quite",JLPT_1 JLPT,r:W.A5F_=m
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll",JLPT_1 JLPT,c2W8@Ns@MB
～寄り,～より,"near to ~ (e.g., North by East)",JLPT_1 JLPT,AF4/UYB9T5
寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on",JLPT_1 JLPT,n>&m--dPQu
世論,よろん,public opinion,JLPT_1 JLPT,gryKv+N</S
弱る,よわる,"to weaken, to be troubled, to be emaciated",JLPT_1 JLPT,K>FuuD!+>/
来場,らいじょう,attendance,JLPT_1 JLPT,o#f@&YbcYY
ライス,ライス,rice,JLPT_1 JLPT,q#0OB)RX;*
酪農,らくのう,dairy farming,JLPT_1 JLPT,ym$h5c;ttT
